,har_feat0,har_feat1,har_feat2,har_feat3,har_feat4,har_feat5,har_feat6,har_feat7,har_feat8,har_feat9,har_feat10,har_feat11,har_feat12,har_feat13,R-mean,G-mean,B-mean,R-std,G-std,B-std,Label
3418,0.0041916166,18.574223,0.94273597,162.2382,0.3590383,195.6762,630.3786,6.566379,9.1347475,0.001256742,2.910587,-0.38439223,0.9881444,3.1069474,97.81518,97.827576,97.82366,12.735646,12.751857,12.764551,0
477,0.0016792547,20.67684,0.98565924,721.11633,0.32482007,256.4612,2863.7883,7.6202383,10.436791,0.0008705124,3.0863044,-0.43935025,0.9972895,3.537804,128.20993,128.24945,128.23874,26.865494,26.877768,26.870728,1
5282,0.0014806986,17.62907,0.99573857,2070.5754,0.3572724,325.63208,8264.673,8.0924,10.704861,0.0008006407,3.025671,-0.5027015,0.99932086,3.8268147,162.69313,162.73662,162.705,45.650246,45.63733,45.64383,0
1074,0.009285449,10.03621,0.9374874,80.30811,0.46320423,158.653,311.19626,5.98848,8.060423,0.0020179718,2.5061893,-0.4190678,0.98845834,2.5160694,79.3454,79.34575,79.302986,8.966572,8.967893,8.989638,0
5987,0.0031690192,18.15323,0.99293065,1284.4474,0.4294749,145.57654,5119.636,7.666124,10.020965,0.0011877342,2.9673321,-0.5258209,0.99935293,3.6705086,72.769104,72.80309,72.77791,35.88908,35.88178,35.895027,0
4854,0.019251402,10.396341,0.99807787,2705.6433,0.5083458,106.98975,10812.178,7.231403,8.983397,0.0011089318,2.6320193,-0.617164,0.99975735,3.7993824,53.493015,53.640095,53.48343,52.140575,52.0496,52.168743,0
1031,0.0025829272,20.860746,0.9805656,537.26886,0.34292436,355.7002,2128.2148,7.2814875,9.958949,0.0008085049,3.0779788,-0.42639863,0.9957818,3.5715578,177.76813,177.7943,177.78072,23.276003,23.257584,23.256575,0
5051,0.01640744,26.776815,0.9959064,3270.581,0.4509782,177.77426,13055.547,7.692025,10.089523,0.0009351404,3.119046,-0.5381017,0.999494,4.3007045,88.770256,88.80241,88.79093,57.170868,57.186726,57.185608,0
862,0.01569943,5.260648,0.99281913,366.83997,0.54839617,66.10782,1462.0992,6.214201,7.7189193,0.002033148,2.178986,-0.57424927,0.99863815,3.1469975,33.06605,33.123814,33.086388,19.245745,19.268972,19.247663,0
2702,0.0044513796,12.981067,0.9779101,294.08276,0.41373557,106.185585,1163.35,6.668477,8.965958,0.0017316748,2.804831,-0.44887072,0.9953383,2.9204376,53.04322,53.102383,53.035915,17.24738,17.148602,17.224503,0
3752,0.0022337479,22.513365,0.98309535,665.9273,0.32071954,241.29778,2641.196,7.340164,10.147219,0.00086653675,3.1019504,-0.42066413,0.9957861,3.6559987,120.60045,120.63317,120.62888,25.794851,25.814308,25.808903,0
2332,0.0029150785,14.470554,0.9856167,503.6554,0.3914171,193.50305,2000.151,7.2874293,9.712719,0.0011881522,2.813049,-0.47467655,0.9978915,3.0681682,96.6998,96.722946,96.712746,22.520071,22.519197,22.537851,0
682,0.0029622028,27.536535,0.99015784,1399.8391,0.32434314,182.59688,5571.8203,7.8799925,10.765657,0.00075873936,3.2826118,-0.45399892,0.9983093,3.8380454,91.228355,91.25941,91.235985,37.477142,37.474327,37.501472,1
2833,0.003824676,13.41141,0.9929674,954.11395,0.39698914,138.54008,3803.0444,7.333303,9.660643,0.0012156186,2.8161726,-0.502561,0.99873424,3.3369625,69.2694,69.289024,69.26901,30.951187,30.947956,30.953054,0
5123,0.0011174666,26.441261,0.99392205,2177.0396,0.29921687,266.8742,8681.717,8.192074,11.154825,0.00067017885,3.267929,-0.46258324,0.99885714,3.9213252,133.29814,133.34488,133.31725,46.78067,46.77696,46.79104,1
1153,0.0025943725,11.409421,0.99223197,734.8248,0.4093471,128.25822,2927.89,7.406275,9.70918,0.0013579646,2.732632,-0.5056737,0.9988146,3.2665777,64.11613,64.16877,64.1219,27.188398,27.150173,27.174932,0
2,0.0015461491,26.338423,0.9857501,924.27545,0.3036475,320.7767,3670.7634,7.696537,10.669815,0.000755774,3.2681363,-0.41852713,0.9966344,4.0992336,160.30266,160.33664,160.31819,30.418644,30.410929,30.407143,1
366,0.0011459378,27.237589,0.98774225,1111.3556,0.29157493,247.5685,4418.1846,7.92847,10.979664,0.0007793149,3.2870424,-0.42955977,0.9976217,3.8887637,123.70003,123.73907,123.72581,33.349213,33.36784,33.370583,1
4392,0.0019281814,31.666903,0.9664223,471.4858,0.2803088,277.65128,1854.2764,7.300576,10.409043,0.00072673504,3.3581347,-0.36638293,0.99083906,3.8869295,138.75533,138.80692,138.80276,21.705276,21.70881,21.699566,1
2075,0.20620781,1.1872183,0.804568,3.0426922,0.8759288,34.246227,10.98355,2.7267249,2.9363494,0.019682001,0.6569193,-0.7673754,0.98645747,1.5054269,17.128656,17.128656,17.128656,1.7581295,1.7581295,1.7581295,0
2061,0.027755197,32.594093,0.9844632,1049.4086,0.52700263,71.27227,4165.0405,6.2077765,7.9546447,0.0011878872,2.6433232,-0.53825074,0.99798983,4.104668,35.646324,35.67996,35.649826,32.428936,32.437965,32.43434,0
3627,0.0017570216,23.261963,0.9804326,595.042,0.31622344,251.87968,2356.906,7.531637,10.427186,0.000897388,3.1617005,-0.4188244,0.99616855,3.5993526,125.83425,125.87738,125.87255,24.464563,24.482355,24.482176,0
3358,0.0028044612,25.325737,0.94843477,245.74008,0.31263185,241.74168,957.6346,6.891837,9.78115,0.0009885682,3.166491,-0.36207902,0.98721623,3.4047053,120.79718,120.843,120.84294,15.696855,15.712526,15.714349,1
5929,0.011485422,13.01071,0.99578536,1543.9696,0.5391445,107.291374,6162.8677,7.2501154,9.098511,0.0016064399,2.6354842,-0.59247804,0.999647,3.798657,53.641705,53.6726,53.654892,39.323414,39.329956,39.327938,0
3891,0.005991857,23.239658,0.8462526,75.62961,0.33788034,184.1477,279.27878,5.999759,8.676455,0.0014392263,3.0087118,-0.30883586,0.9616898,2.9200463,92.05308,92.05474,92.04717,8.708109,8.712213,8.731265,0
1751,0.0016410545,25.111221,0.9797065,618.8818,0.3068774,297.64145,2450.416,7.493936,10.431527,0.0007800705,3.2083533,-0.41031244,0.9955858,3.6554656,148.77206,148.8174,148.80298,24.90784,24.902452,24.890133,1
3611,0.0022894104,23.972815,0.9654354,346.8397,0.30864522,231.58345,1363.386,7.1426196,10.068125,0.00091991446,3.1795588,-0.37934804,0.9913585,3.6334977,115.735085,115.76856,115.76825,18.618416,18.638123,18.640503,0
5015,0.0013291644,29.200918,0.9810776,771.8533,0.28226122,261.7454,3058.2122,7.7093797,10.829163,0.0006798466,3.3308258,-0.40031758,0.9956366,4.0335917,130.78766,130.8286,130.82204,27.798622,27.810247,27.804718,1
3304,0.003395408,15.183395,0.99013555,770.66614,0.3774245,252.60324,3067.4812,7.0982857,9.565278,0.001095045,2.8620038,-0.45370355,0.9966931,3.129988,126.194405,126.26143,126.2557,27.836618,27.870987,27.883488,0
258,0.03444824,15.329748,0.99144554,896.2755,0.49580026,80.228745,3569.7722,6.7607474,8.778332,0.0015700655,2.7635171,-0.53468317,0.99875414,3.683859,40.08634,40.12879,40.07234,29.961792,29.949524,29.972338,1
3722,0.0023295803,32.268517,0.94641715,301.32104,0.28309056,217.9368,1173.0156,7.029268,10.134557,0.0009768048,3.3555794,-0.34097445,0.98483866,3.6933308,108.91202,108.941666,108.93573,17.377209,17.394728,17.406122,0
2499,0.052354403,13.43259,0.9975269,2716.3418,0.5895856,124.448746,10851.935,6.490631,8.130794,0.0015964687,2.4991639,-0.6014407,0.9993494,3.9850998,62.235165,62.258575,62.248108,52.13334,52.151405,52.150143,0
1041,0.0015529369,16.449615,0.99375355,1316.8956,0.35860053,164.54199,5251.1333,7.849593,10.462421,0.0010375424,2.985337,-0.4873093,0.99897873,3.666139,82.18925,82.25289,82.20613,36.31507,36.28374,36.329376,0
3437,0.0025731036,23.012548,0.96135426,297.8412,0.31951502,238.75757,1168.3522,7.0271735,9.85099,0.0010053598,3.112433,-0.38552323,0.99139637,3.4058104,119.31384,119.35307,119.35274,17.261156,17.280224,17.280811,0
2772,0.001780562,35.54738,0.95646423,408.35916,0.27077413,278.74628,1597.8893,7.265405,10.472693,0.0007428915,3.4316957,-0.34813958,0.9876182,3.9546025,139.33641,139.39139,139.3858,20.223013,20.227413,20.21726,1
1623,0.15833427,13.765532,0.99761534,2886.9106,0.5797514,116.123314,11533.877,5.746313,7.46684,0.0016935813,2.552499,-0.54923,0.99755526,3.8354423,58.06868,58.09329,58.07084,53.76269,53.77153,53.786053,1
6134,0.10208381,17.639034,0.8499586,58.95291,0.6296077,34.427143,218.17262,4.1824884,5.126879,0.0040557547,1.9869381,-0.5023846,0.9799064,2.5470357,17.229908,17.25096,17.234684,7.766624,7.758564,7.777049,0
2939,0.003513392,28.441833,0.9195519,176.80414,0.30566484,241.60086,678.7747,6.630853,9.5190325,0.0009912765,3.186073,-0.33691233,0.9801223,3.2999988,120.76163,120.807365,120.80677,13.298732,13.309074,13.310679,0
2909,0.0016658707,27.423077,0.9865861,1024.5669,0.29993534,343.01248,4070.8445,7.700483,10.661867,0.0006760469,3.29403,-0.4191071,0.99664384,4.110184,171.35255,171.38385,171.36386,32.225357,32.220108,32.21564,1
4719,0.48510522,119.888725,0.98768944,4869.721,0.8028016,78.91849,19358.996,3.4378257,4.3320045,0.002368472,1.7603955,-0.61916953,0.98806703,4.1979165,39.516003,39.529022,39.51476,69.803795,69.808426,69.80796,0
5914,0.0026986026,30.95086,0.9324493,229.22723,0.29041716,241.17924,885.95807,6.8435674,9.894925,0.0009194409,3.308882,-0.32998475,0.98057115,3.5851295,120.55466,120.59685,120.59672,15.156118,15.170747,15.172173,0
4677,0.007597973,4.703058,0.9867182,177.10567,0.5740051,79.93541,703.71967,6.3951893,8.018728,0.0035892422,2.1504197,-0.5578399,0.998476,2.3045454,39.898926,39.992966,39.917027,13.327544,13.331622,13.329393,0
5636,0.0025080028,23.757114,0.95920324,291.24887,0.31083885,202.4341,1141.2383,6.995816,9.894573,0.0010810264,3.1646237,-0.36922693,0.98929465,3.5352147,101.16783,101.18699,101.177155,17.065664,17.083055,17.09504,0
5294,0.0017586332,15.860836,0.9937669,1272.8442,0.36394194,155.63062,5075.516,7.789833,10.379209,0.001031396,2.9675248,-0.48930627,0.9989675,3.7068257,77.74384,77.7966,77.76278,35.737946,35.712933,35.73923,0
4071,0.0030363614,16.29976,0.99503416,1641.6482,0.41888693,364.18317,6550.293,7.7898965,10.124922,0.00084854383,2.9315665,-0.5282913,0.9994167,3.8821964,182.00305,182.03813,182.01964,40.57155,40.55772,40.552864,1
4867,0.0030276203,22.469416,0.95607775,255.94014,0.33941224,199.58224,1001.29114,6.8966975,9.638828,0.0011702562,3.0597224,-0.38755056,0.9902696,3.3571584,99.79,99.80941,99.79753,16.001581,16.021801,16.034655,0
5633,0.0013052047,27.325932,0.9836779,837.69244,0.2934488,259.72256,3323.4438,7.773385,10.804123,0.00075542857,3.273838,-0.419561,0.99689716,3.863772,129.79625,129.8397,129.82918,28.993927,29.01188,29.00841,0
3816,0.558106,2.2448099,0.995541,252.57089,0.8571181,17.152237,1008.03876,2.139341,2.455714,0.00398616,1.0765923,-0.6622986,0.9524136,3.0592837,8.587801,8.688326,8.586022,16.08492,16.091341,16.08999,0
3168,0.0014761966,30.13991,0.97748566,669.7416,0.28802866,233.1555,2648.8264,7.623275,10.685066,0.0007658874,3.3277571,-0.4025852,0.99556595,3.797362,116.48786,116.52423,116.516426,25.907463,25.92852,25.936417,0
4868,0.0022838989,36.38106,0.9411853,309.29507,0.277845,252.52756,1200.7993,7.0347257,10.169729,0.0007556176,3.405307,-0.33664072,0.9838614,3.7361004,126.22248,126.26788,126.26645,17.57974,17.592875,17.588854,1
5345,0.0018754111,28.11131,0.9814141,756.77057,0.29647893,276.38748,2998.971,7.4791427,10.463203,0.0007415106,3.2779334,-0.40273505,0.9951175,3.8218095,138.18141,138.22722,138.2185,27.580385,27.57723,27.567364,0
4741,0.0010610227,35.452454,0.98435134,1133.6191,0.2637164,279.13174,4499.024,7.9825144,11.221355,0.0006727288,3.4596167,-0.40601617,0.9967265,4.2644167,139.48726,139.52983,139.51497,33.742878,33.75032,33.748962,1
2962,0.0021115092,27.195463,0.95950824,335.87335,0.29786423,288.8318,1316.2979,7.1269097,10.125531,0.0008288481,3.2508955,-0.36722198,0.9897273,3.6142173,144.33011,144.38939,144.38147,18.338171,18.34071,18.325438,1
3217,0.0012499853,28.90646,0.9860347,1036.1106,0.2927569,252.39902,4115.536,7.9026175,10.943943,0.0007382965,3.3254337,-0.42887586,0.99752843,3.8931894,126.07686,126.12176,126.10974,32.282444,32.298473,32.30435,0
3755,0.0015974806,22.44948,0.9839712,700.6301,0.32517296,222.34344,2780.0708,7.6142483,10.4529295,0.00094621576,3.1456904,-0.43520504,0.9972272,3.6087294,111.13565,111.16582,111.1566,26.4847,26.507248,26.520731,0
4853,0.0036608982,22.465889,0.9399829,187.30818,0.32942358,234.01324,726.7668,6.647043,9.365826,0.0010804082,3.0361555,-0.36697632,0.98617774,3.2140973,117.005974,117.04367,117.0418,13.705065,13.716353,13.717623,0
2572,0.0019972615,19.64225,0.97866094,460.44003,0.3340391,260.47644,1822.1178,7.3574996,10.144593,0.0009267724,3.0494204,-0.42097563,0.9957274,3.4237347,130.19226,130.23778,130.23375,21.474085,21.48959,21.484686,0
1710,0.050923098,20.820942,0.6922849,33.86751,0.5217256,37.074932,114.64911,4.4964585,5.815136,0.0037094578,2.181109,-0.39920074,0.9621081,2.3231997,18.543764,18.556627,18.55063,5.83572,5.8414717,5.853824,0
4718,0.13852806,14.650612,0.9948727,1429.1763,0.563981,87.32869,5702.0547,5.7231417,7.509721,0.0019273384,2.6174371,-0.52736825,0.9967161,3.6622384,43.67242,43.70157,43.657475,37.86245,37.8533,37.862095,1
3296,0.0023186456,31.497124,0.94904906,309.28284,0.2889601,246.51735,1205.6342,7.035807,10.103836,0.0008426405,3.3269722,-0.34700087,0.9859143,3.7509933,123.25427,123.29959,123.29985,17.60915,17.624323,17.622551,0
265,0.0019662569,42.90843,0.94225436,371.50006,0.25679296,292.0802,1443.0918,7.162872,10.486226,0.0006647921,3.5538182,-0.32001278,0.9810433,4.065544,145.99692,146.05228,146.04607,19.27496,19.27257,19.262081,1
1363,0.0011174319,37.05629,0.9806814,959.16614,0.25999746,278.7433,3799.6084,7.855777,11.127844,0.0006618323,3.489702,-0.38987082,0.99546874,4.2957983,139.25513,139.29706,139.28659,30.978146,30.982227,30.978928,1
5082,0.0036271377,15.532298,0.9752491,313.7258,0.38045403,210.91992,1239.3708,6.920529,9.447908,0.0011634957,2.854216,-0.4262588,0.99425393,3.314551,105.42106,105.44172,105.43802,17.689745,17.710712,17.713552,0
1608,0.19514021,2.9922163,0.9866579,112.23761,0.7684695,41.7781,445.95822,3.8307214,4.437338,0.0049413005,1.3201795,-0.652843,0.9922575,3.0643866,20.895,20.911053,20.899889,10.614954,10.643576,10.61863,0
5656,0.0027835697,34.058876,0.92476124,226.44696,0.28483492,260.71906,871.729,6.8182397,9.830622,0.0008680827,3.310358,-0.33574563,0.9815514,3.5449872,130.31415,130.36441,130.36449,15.060517,15.0764675,15.071334,0
657,0.001203715,37.532513,0.97965646,922.6434,0.2684673,213.16403,3653.041,7.853711,11.094754,0.0007442606,3.4811752,-0.39475787,0.99568754,4.160412,106.49596,106.52663,106.50954,30.374855,30.391207,30.40553,1
5752,0.013658577,4.7158394,0.9921975,302.48813,0.554412,76.97288,1205.2366,6.2151957,7.8397174,0.0021471772,2.2220495,-0.5503349,0.9981885,2.7912862,38.487087,38.537006,38.51184,17.458954,17.46325,17.43524,0
4294,0.0013880092,25.096226,0.9842429,796.25415,0.30643332,311.87515,3159.9204,7.702443,10.656087,0.0007329666,3.2252166,-0.42348328,0.99681866,3.8000195,155.88516,155.93114,155.9174,28.21649,28.209135,28.196182,1
2761,0.0016221879,21.936699,0.9828855,640.99426,0.31547365,303.35248,2542.0403,7.4770064,10.3665085,0.00081124454,3.1528866,-0.41457617,0.99587446,3.7281685,151.55318,151.59981,151.58931,25.343971,25.333797,25.322872,1
2568,0.0062632468,16.425026,0.92087716,103.80694,0.38539878,213.55275,398.8027,6.1883245,8.511871,0.0014095178,2.714231,-0.39120692,0.9861366,2.8436978,106.74483,106.76927,106.773705,10.177006,10.196187,10.20184,0
3352,0.0035866634,27.180254,0.926438,184.84213,0.3164744,245.0942,712.1883,6.6097198,9.468937,0.0009903588,3.1675344,-0.34223548,0.9808486,3.3385208,122.53351,122.57997,122.57793,13.609053,13.615842,13.617942,0
3477,0.003819428,16.168245,0.9952157,1690.4741,0.38103184,359.00146,6745.7285,7.1682777,9.542611,0.000865453,2.9140086,-0.47364548,0.9976647,3.7935193,179.4291,179.47337,179.44121,41.17532,41.18173,41.158173,0
1664,0.002291414,12.947737,0.99749464,2585.3984,0.40333533,171.36586,10328.6455,7.9872947,10.327465,0.00097483856,2.832004,-0.54179513,0.99961334,3.6044755,85.67005,85.7323,85.685265,50.92376,50.90649,50.9327,0
3232,0.006168049,16.132513,0.9329181,120.279465,0.38659143,181.53941,464.98535,6.228434,8.603558,0.0015627148,2.7887418,-0.3886481,0.98629034,2.8159199,90.77423,90.778404,90.76581,10.966961,10.975603,10.995279,0
655,0.0030962897,20.95926,0.9519484,218.06412,0.33730853,278.02148,851.29724,6.8141637,9.490649,0.0009845747,3.0022967,-0.39017648,0.9906507,3.127215,138.9578,139.01825,139.01686,14.755276,14.7664795,14.759214,1
2723,0.004318911,18.677547,0.94383144,166.43115,0.36959264,287.3896,647.04706,6.5777144,9.092555,0.0010837301,2.884317,-0.39650238,0.989904,2.8715131,143.62395,143.69653,143.69167,12.935871,12.943878,12.933935,0
2085,0.0011805888,27.831305,0.9905311,1470.7739,0.31717458,197.06787,5855.2646,8.074175,11.017837,0.00078128587,3.3073282,-0.4576846,0.99862814,4.1003113,98.38314,98.41775,98.40392,38.42736,38.43304,38.44379,0
4568,0.0027569022,14.618651,0.9800712,367.0767,0.3751108,162.26923,1453.6881,7.1794453,9.684334,0.0013225017,2.8578494,-0.44938076,0.9967644,3.2379498,81.11187,81.12589,81.094795,19.21355,19.207567,19.235043,0
138,0.0017700717,22.41262,0.9830342,660.6747,0.32578164,335.23016,2620.2861,7.458861,10.293572,0.0007603922,3.1580935,-0.41904393,0.9959094,3.7507656,167.48906,167.53201,167.51927,25.734348,25.711512,25.705198,1
121,0.03472917,25.165712,0.99521613,2630.9412,0.42780015,158.87668,10498.599,7.2849045,9.746834,0.0009845807,3.1430829,-0.50309634,0.9988061,4.1589055,79.376236,79.416306,79.386475,51.31913,51.321213,51.34658,1
3643,0.0015376176,25.35316,0.9864447,936.1785,0.30413243,229.22166,3719.361,7.6911483,10.617028,0.0009038603,3.2335832,-0.42939904,0.99716735,3.6713097,114.50269,114.544655,114.54006,30.681849,30.69606,30.701433,0
3838,0.005603724,8.82114,0.9751623,177.96878,0.43900687,86.19303,703.054,6.414684,8.567555,0.0015355969,2.5710316,-0.44708928,0.9944517,2.939696,43.08244,43.182514,43.10483,13.454879,13.441168,13.436838,0
2615,0.0028552534,24.79732,0.9952744,2625.4497,0.33845034,241.02531,10477.002,8.0852,10.900296,0.0007834302,3.2380404,-0.48299372,0.9991121,3.9425416,120.3792,120.42787,120.4023,51.32664,51.325924,51.345325,1
4342,0.18130289,3.2671828,0.3756151,2.6172886,0.7078199,36.11439,7.2019715,2.5777266,3.0027475,0.00445068,0.983895,-0.5422814,0.93942773,1.8106772,18.058523,18.058523,18.058523,1.6201305,1.6201305,1.6201305,0
4032,0.005400251,15.032614,0.95219785,157.33887,0.3977128,166.1187,614.3229,6.4306893,8.814895,0.0014838503,2.7741814,-0.40560317,0.9899965,2.9333172,83.07341,83.076485,83.04368,12.557103,12.565076,12.584827,0
5870,0.0038485841,15.907956,0.97235644,287.9694,0.37145558,133.9727,1135.9696,6.7815585,9.325061,0.0014954688,2.916127,-0.40984684,0.9929627,3.085951,66.95232,66.97179,66.92109,17.036844,17.007477,17.012451,0
4557,0.0019950087,14.752659,0.99305886,1064.1425,0.38137633,135.52348,4241.817,7.7254453,10.202393,0.00096452713,2.8880625,-0.49928358,0.9990559,3.8178248,67.79439,67.84089,67.79452,32.78521,32.762608,32.77909,0
6156,0.005660881,20.80736,0.886466,91.6271,0.34294742,198.62227,345.70102,6.1322746,8.642719,0.0011864554,2.8743503,-0.35286292,0.97797734,2.7869923,99.29665,99.308266,99.30878,9.556131,9.573365,9.577262,0
4146,0.0023135068,11.901403,0.9940332,997.83484,0.4023733,148.8642,3979.438,7.6026373,9.931104,0.0013850313,2.753461,-0.51676196,0.99921393,3.1772747,74.412926,74.46004,74.41518,31.654016,31.62949,31.663725,0
5638,0.0013522353,31.039871,0.9839369,966.98645,0.27663267,305.314,3836.9058,7.7744727,10.901334,0.0006661023,3.3756454,-0.40504944,0.9961854,4.0219684,152.54755,152.59349,152.58206,31.18041,31.178736,31.166893,1
3068,0.0062848115,13.188169,0.9936104,1032.2307,0.41020793,114.07208,4115.7344,7.336386,9.582648,0.0014085334,2.7915108,-0.5147892,0.9989385,3.540729,57.009396,57.065872,57.00888,32.161762,32.141308,32.159492,0
5479,0.0030618878,17.76791,0.99662083,2630.3044,0.39217564,168.572,10503.45,8.116332,10.530958,0.0008887658,2.9729483,-0.553485,0.9997348,3.7498498,84.22728,84.33025,84.23155,51.38741,51.29637,51.420414,0
1253,0.0022078601,17.07863,0.98225504,481.52634,0.3483389,187.50249,1909.0267,7.368895,10.045382,0.0010509129,2.97246,-0.43898967,0.9968269,3.52242,93.70677,93.723145,93.70617,21.975122,21.990175,22.005737,0
3288,0.0121853845,11.106583,0.9923738,728.3167,0.48635808,92.36682,2902.1604,7.0427723,9.060795,0.0018029064,2.6700754,-0.54534143,0.9991067,3.125678,46.135525,46.19731,46.13295,27.02858,26.981386,27.0236,0
4555,0.0030015702,27.805231,0.93387043,210.38887,0.30626923,219.95197,813.75024,6.7828145,9.673661,0.0010696553,3.189061,-0.3505981,0.98450387,3.3275363,109.94762,109.97512,109.97726,14.529463,14.542632,14.549139,0
1869,0.011251489,14.7638855,0.82756066,42.817215,0.41713825,159.48201,156.50497,5.522352,7.7645082,0.0013068676,2.725945,-0.33251166,0.96160096,2.5041914,79.75794,79.758,79.708305,6.5384674,6.538756,6.570594,0
4197,0.006223651,9.585096,0.9753597,194.64703,0.45174068,193.4185,769.00305,6.5779495,8.69919,0.0013900138,2.5044637,-0.4681891,0.9956377,3.0392408,96.676056,96.684105,96.68107,13.971773,13.9850235,13.994188,0
5476,0.0059336526,20.10569,0.88303185,85.959496,0.35034975,220.11049,323.7323,6.082656,8.633841,0.001082445,2.9272814,-0.339123,0.97357625,2.8815446,110.02488,110.06037,110.06136,9.263115,9.279042,9.283252,0
723,0.0019018797,20.957327,0.9824872,598.3135,0.32430932,279.00778,2372.2964,7.4043016,10.228564,0.00085989246,3.0954587,-0.42051473,0.99582464,3.5678205,139.43546,139.48457,139.47076,24.4568,24.460005,24.446348,1
4882,0.003124656,13.88947,0.9790868,332.3229,0.37825492,169.23776,1315.4022,7.0316753,9.514954,0.0014472855,2.818082,-0.44298127,0.9961714,3.016481,84.5809,84.59708,84.571266,18.279564,18.260614,18.291306,0
4498,0.0030593865,24.229229,0.95485014,268.29218,0.3287395,212.38223,1048.9395,6.8929977,9.704334,0.0009845063,3.1225252,-0.37638178,0.9891146,3.5567396,106.15663,106.17917,106.17747,16.360455,16.381824,16.387,0
3934,0.001304839,20.835075,0.9923207,1357.4248,0.3365435,194.41786,5408.8643,7.9556594,10.684604,0.00094761956,3.10095,-0.4789927,0.9989201,3.5273986,97.14204,97.183945,97.16885,36.89874,36.89683,36.91533,0
4402,0.10648448,96.75317,0.99238765,6355.101,0.52892923,180.9697,25323.65,6.581573,8.763167,0.0010020497,3.1543195,-0.5214905,0.99841255,4.5450797,90.45656,90.485886,90.45785,79.7187,79.715996,79.731224,0
1957,0.0017270946,33.64815,0.97061855,573.3365,0.27669874,289.92773,2259.6978,7.444837,10.592325,0.00076292484,3.3965147,-0.37441307,0.992444,3.937905,144.8583,144.90883,144.89738,24.034016,24.036436,24.026861,0
4111,0.002038001,25.893076,0.96889216,416.2449,0.30009136,243.78986,1639.0865,7.2650466,10.247609,0.0008313863,3.232468,-0.38218817,0.992286,3.7763987,121.82438,121.86547,121.863144,20.39891,20.416458,20.414494,1
2398,0.010490815,10.435848,0.99330753,780.3355,0.4591465,91.34788,3110.9062,6.978151,8.959921,0.0015260357,2.5904696,-0.5403272,0.99899423,3.4562776,45.6891,45.72526,45.698963,28.010698,28.00682,27.998337,0
979,0.0014193055,29.672504,0.98246413,846.2935,0.2921893,309.6208,3355.5015,7.6909285,10.724471,0.0007326662,3.332482,-0.41024944,0.99620634,4.0094905,154.75066,154.79076,154.78003,29.127556,29.116625,29.110344,1
4759,0.2812586,6.2518353,0.9904924,329.3518,0.69973564,28.05515,1311.1554,2.9919972,3.5666711,0.0029396827,1.4478626,-0.52701175,0.9533618,3.4048471,14.055335,14.105972,14.046453,18.254473,18.24455,18.261845,0
1896,0.0012157485,23.02777,0.99363655,1811.2107,0.31473973,294.5975,7221.815,8.067072,10.955652,0.0007506375,3.2008753,-0.46184042,0.9987176,3.85054,147.17554,147.22005,147.19885,42.69814,42.685978,42.695633,0
4403,0.0033329723,19.272148,0.98083735,504.32236,0.349128,364.992,1998.0173,7.0440106,9.639933,0.0008374471,3.0352802,-0.41748056,0.9943984,3.625516,182.35782,182.37813,182.36208,22.664446,22.651766,22.656933,0
2118,0.0032545854,16.55206,0.9702112,278.0361,0.3575113,184.80496,1095.5923,6.882039,9.468855,0.0013395272,2.9013293,-0.4126793,0.99343485,3.0998282,92.368774,92.37824,92.3663,16.700285,16.71203,16.731104,0
870,0.008770818,17.898968,0.8493596,59.416447,0.3772237,166.30496,219.76682,5.7102504,8.138615,0.0015903339,2.8508186,-0.32520226,0.9638233,2.7999585,83.160995,83.16122,83.1156,7.6989775,7.699859,7.744066,0
3903,0.004801095,28.826561,0.8873594,127.965805,0.3270455,174.32951,483.03665,6.305544,9.101597,0.0012624646,3.178627,-0.3211224,0.9710415,3.2240217,87.18906,87.19229,87.16431,11.304746,11.312266,11.338747,0
2669,0.0020808184,28.654694,0.9588826,348.45056,0.28984055,258.91745,1365.1476,7.1332893,10.159976,0.00087539636,3.2822995,-0.3623855,0.9890325,3.6998234,129.42117,129.47041,129.4687,18.660007,18.674603,18.668842,0
1740,0.0023989065,24.074112,0.9788511,570.16736,0.31872267,336.60815,2256.5955,7.281653,10.109446,0.0007906517,3.1818624,-0.4051551,0.99441135,3.7281556,168.1763,168.20937,168.19072,24.019514,24.003347,24.001423,0
3216,0.002032965,23.184254,0.9770499,505.53748,0.31749988,243.24387,1998.9657,7.4224257,10.304263,0.0007598233,3.154128,-0.4117781,0.99544805,3.5735877,121.52696,121.5673,121.5637,22.530285,22.548409,22.54808,1
2857,0.0019434114,31.077654,0.96098137,398.4093,0.28583091,241.58078,1562.5596,7.25442,10.331523,0.000776609,3.3289778,-0.3675944,0.99066615,3.7245758,120.73699,120.77934,120.77454,19.969103,19.989262,19.990507,0
3080,0.023354495,6.951939,0.9861391,251.15501,0.51165795,74.850685,997.66815,5.6412206,7.350802,0.001727646,2.3407063,-0.5062568,0.99518,2.758719,37.445187,37.481728,37.48515,15.930117,15.938254,15.900168,0
5984,0.0012008395,26.619373,0.9867235,1003.3421,0.29152325,275.64603,3986.749,7.9046865,10.945337,0.0007502026,3.280829,-0.42873234,0.99754614,3.9172142,137.70436,137.74936,137.73643,31.756187,31.76343,31.760086,0
