,har_feat0,har_feat1,har_feat2,har_feat3,har_feat4,har_feat5,har_feat6,har_feat7,har_feat8,har_feat9,har_feat10,har_feat11,har_feat12,har_feat13,R-mean,G-mean,B-mean,R-std,G-std,B-std,Label
75,0.0025411635,5.12975,0.99488205,501.4768,0.4481541,254.09283,2000.7775,7.404463,9.477744,0.0014287769,2.2470753,-0.53883,0.99924964,2.7776923,127.01208,127.01208,127.01208,22.434767,22.434767,22.434767,4
4079,0.07495748,2.3411338,0.9989602,1126.0497,0.71084684,86.37395,4501.8574,6.1366353,6.9982295,0.0025521084,1.697305,-0.6952652,0.9996324,2.4977086,43.198387,43.198387,43.198387,33.586857,33.586857,33.586857,0
411,0.0063565243,4.054663,0.9989163,1871.7582,0.51032925,198.12563,7482.978,7.370513,9.178034,0.0017382789,2.1307983,-0.5891646,0.9996298,2.6769922,99.00292,99.00292,99.00292,43.32349,43.32349,43.32349,3
1691,0.0034199515,3.6339316,0.9962417,483.72684,0.49606565,259.24734,1931.2733,7.165132,8.9985695,0.001654335,2.053847,-0.5598979,0.99929416,2.6145592,129.57324,129.57324,129.57324,22.03141,22.03141,22.03141,0
3305,0.0017815485,5.3862977,0.9987856,2218.6685,0.48531872,208.76163,8869.287,8.057821,9.984269,0.0013668819,2.280053,-0.6026332,0.9998555,2.9152973,104.31353,104.31353,104.31353,47.167004,47.167004,47.167004,0
401,0.0030142772,3.0252728,0.9976171,635.0193,0.5225713,246.52785,2537.0518,7.382288,9.097727,0.0017889905,1.9460093,-0.5929648,0.99964267,2.5180452,123.27021,123.27021,123.27021,25.221619,25.221619,25.221619,3
4904,0.0034832126,2.556555,0.9973611,484.72717,0.58304477,126.86192,1936.3522,7.3321095,8.775135,0.002311631,1.7390873,-0.6322452,0.9997863,2.4107983,63.434917,63.434917,63.434917,22.063581,22.063581,22.063581,0
2776,0.005220703,3.7676105,0.9902744,193.71957,0.5056726,300.37396,771.11066,6.6167707,8.247122,0.001493468,2.0820408,-0.5284078,0.99790704,2.4708076,150.19217,150.19217,150.19217,13.92361,13.92361,13.92361,0
3342,0.009604552,4.2001295,0.96469474,59.485443,0.48653772,233.92429,233.74165,5.7590117,7.4711986,0.0017753717,2.1480558,-0.428392,0.9867779,2.5630078,116.957375,116.957375,116.957375,7.714665,7.714665,7.714665,0
4890,0.003097769,2.3892546,0.9981059,631.1201,0.5607702,170.08344,2522.0913,7.4086504,8.944102,0.0025800639,1.8119205,-0.622092,0.99977237,2.3551216,85.02671,85.02671,85.02671,25.173576,25.173576,25.173576,0
4601,0.006938443,3.2954369,0.9805488,84.75871,0.5167393,261.97485,335.7394,6.138806,7.8950925,0.0017047577,1.9779214,-0.4887447,0.9953687,2.4719975,130.99025,130.99025,130.99025,9.221419,9.221419,9.221419,1
316,0.0022908763,4.706475,0.996404,654.9358,0.47558457,208.15001,2615.0366,7.552093,9.514804,0.0015469583,2.1765125,-0.5657592,0.9995466,2.7439032,104.02879,104.02879,104.02879,25.636599,25.636599,25.636599,4
1196,0.0032620365,2.2457151,0.9989773,1098.3855,0.5769065,141.33218,4391.2964,7.4551635,8.922598,0.0027277775,1.7950256,-0.6385675,0.99983424,2.4051278,70.65043,70.65043,70.65043,33.181477,33.181477,33.181477,0
2080,0.002254118,5.4501505,0.9974174,1055.5184,0.55278826,127.78553,4216.6235,7.7540283,9.364839,0.0020275554,1.957642,-0.63072324,0.9998673,2.67219,63.870686,63.870686,63.870686,32.52286,32.52286,32.52286,0
3270,0.013569948,2.5180562,0.99956006,2862.5845,0.62875265,99.540695,11447.819,7.235718,8.372519,0.0019130099,1.8410835,-0.67172635,0.9998537,2.6749003,49.78288,49.78288,49.78288,53.536243,53.536243,53.536243,0
2823,0.0047066757,5.309821,0.996767,821.90247,0.48427683,158.17366,3282.3,7.1857367,8.854883,0.0014203032,2.2139184,-0.55725557,0.9991806,2.7405512,79.13643,79.13643,79.13643,28.746532,28.746532,28.746532,0
2167,0.010831147,3.386735,0.9520125,35.305172,0.50171036,222.57448,137.83395,5.5030255,7.312,0.0022463962,2.011359,-0.41053596,0.9823621,2.540938,111.286606,111.286606,111.286606,5.951769,5.951769,5.951769,0
4320,0.0047905105,2.2756252,0.9985089,763.35815,0.5944136,88.56214,3051.157,7.1693873,8.571412,0.003233284,1.7789176,-0.6327919,0.99974734,2.529386,44.288063,44.288063,44.288063,27.664871,27.664871,27.664871,0
463,0.0031194831,3.417214,0.9959287,419.71835,0.50715894,331.76788,1675.4562,7.1898293,8.975642,0.0014052372,2.007274,-0.56916857,0.99937934,2.5134664,165.82124,165.82124,165.82124,20.488113,20.488113,20.488113,4
3381,0.027767358,1.2018121,0.9991701,724.45764,0.6796739,76.35954,2896.6287,6.314325,7.3149314,0.0036472029,1.478767,-0.66255444,0.99953884,2.3135972,38.20424,38.20424,38.20424,26.957413,26.957413,26.957413,0
1492,0.013064538,1.5288285,0.9993271,1136.201,0.6589107,74.55164,4543.2754,6.8364954,7.8282905,0.003687987,1.6050063,-0.67417127,0.99976313,2.2234075,37.28089,37.28089,37.28089,33.727077,33.727077,33.727077,0
3867,0.017170688,2.9435637,0.9991817,1798.9591,0.65851116,105.41849,7192.893,7.2209916,8.255259,0.0021532814,1.8902432,-0.693111,0.9998948,2.742305,52.725014,52.725014,52.725014,42.43779,42.43779,42.43779,0
1149,0.0032596162,4.414644,0.99491227,434.24142,0.4672668,230.43994,1732.551,7.0992274,9.072347,0.0018327857,2.1623347,-0.5330444,0.99891305,2.6694982,115.20041,115.20041,115.20041,20.890182,20.890182,20.890182,0
773,0.005921167,2.0344841,0.99867934,771.22,0.61692744,402.4931,3082.8455,7.1092496,8.402666,0.0015956465,1.7347064,-0.6431857,0.9997548,2.719798,201.12758,201.12758,201.12758,27.863752,27.863752,27.863752,4
2719,0.0030864268,4.682284,0.99386793,382.08154,0.47661355,141.70891,1523.6439,7.074788,9.030892,0.002247375,2.161274,-0.534249,0.9989141,2.679086,70.838264,70.838264,70.838264,19.583164,19.583164,19.583164,1
838,0.0034929456,5.512652,0.99220055,353.6695,0.43917438,272.72528,1409.1654,7.0032053,9.126146,0.0014764534,2.294867,-0.501,0.99818826,2.8572025,136.36299,136.36299,136.36299,18.851938,18.851938,18.851938,3
567,0.0025427528,4.7289896,0.9953045,503.53864,0.4618843,181.23418,2009.4255,7.3222113,9.3253975,0.001784402,2.1980612,-0.54391885,0.9992422,2.7208364,90.53677,90.53677,90.53677,22.43515,22.43515,22.43515,2
2223,0.007879704,2.6604378,0.98234767,75.44636,0.53796387,170.024,299.125,6.004153,7.6471615,0.0023399903,1.877621,-0.49809673,0.99532515,2.5015557,85.02914,85.02914,85.02914,8.718138,8.718138,8.718138,0
2536,0.005326922,3.1718793,0.9985548,1097.9733,0.56344473,156.65802,4388.721,7.4175377,8.80638,0.0020590608,1.9945232,-0.6335762,0.9997877,2.6508658,78.28399,78.28399,78.28399,33.189007,33.189007,33.189007,0
5074,0.0047240886,2.3857875,0.99532497,255.39586,0.55890805,165.38844,1019.19763,6.7983594,8.356996,0.002786964,1.8122329,-0.5800973,0.9992012,2.3273525,82.67152,82.67152,82.67152,16.019049,16.019049,16.019049,0
2195,0.13828881,0.66576046,0.61655235,0.8681303,0.7498886,9.152665,2.8067608,2.6747382,3.3889377,0.021552846,1.1580323,-0.24401142,0.6915303,1.8581493,4.5767946,4.5767946,4.5767946,0.931887,0.931887,0.931887,0
2451,0.0071407044,2.515486,0.99428797,220.44052,0.55487233,178.92049,879.2466,6.484557,8.056528,0.0026058399,1.8377364,-0.5540941,0.9984653,2.3796284,89.435165,89.435165,89.435165,14.898066,14.898066,14.898066,0
4621,0.0066672633,1.5174315,0.99894476,719.5787,0.6496933,63.219036,2876.7974,7.016065,8.050216,0.003512742,1.5930727,-0.67122984,0.9997939,2.1143932,31.629927,31.629927,31.629927,26.869978,26.869978,26.869978,0
3062,0.0050124764,2.5927746,0.9956967,301.434,0.556848,116.3263,1203.1432,6.7748613,8.344023,0.003175274,1.8290144,-0.57639754,0.9991558,2.3163009,58.1403,58.1403,58.1403,17.396196,17.396196,17.396196,0
1171,0.0052461983,2.1868715,0.9966762,329.11963,0.5888317,118.186516,1314.2916,6.856967,8.133625,0.0037351428,1.793555,-0.6123557,0.999453,2.1780972,59.078075,59.078075,59.078075,18.171665,18.171665,18.171665,0
1628,0.004732798,1.4401492,0.9984711,471.26068,0.64023,88.56987,1883.6027,7.0797367,8.265101,0.0041164197,1.5562462,-0.6595013,0.9998004,2.2473354,44.296875,44.296875,44.296875,21.752052,21.752052,21.752052,0
324,0.07007199,8.42145,0.9993003,6019.457,0.5628427,188.37192,24069.408,7.0194635,8.711415,0.0012294364,2.3262115,-0.6239667,0.99973065,3.2567072,94.15159,94.15159,94.15159,77.62005,77.62005,77.62005,2
5017,0.0057607214,2.3173287,0.9958125,276.91647,0.56604457,127.14894,1105.3485,6.767126,8.283904,0.0029404345,1.787504,-0.5848032,0.9992344,2.433275,63.58884,63.58884,63.58884,16.68395,16.68395,16.68395,0
2838,0.012362955,4.408396,0.9291301,31.1084,0.4789331,257.65536,120.0252,5.364906,7.1110854,0.001804369,2.1741607,-0.37235165,0.9694505,2.567747,128.82712,128.82712,128.82712,5.581117,5.581117,5.581117,0
3628,0.13364978,1.14298,0.77382576,2.5373535,0.6914812,30.684725,9.006434,2.6042945,3.5627751,0.0074720425,1.3538381,-0.20332523,0.66962993,2.4897523,15.334314,15.334314,15.334314,1.6122831,1.6122831,1.6122831,0
832,0.06597898,3.196409,0.9991564,1894.5442,0.6099842,95.74909,7574.98,6.739403,8.168532,0.0019795925,1.9993585,-0.64323527,0.99969655,2.701971,47.845203,47.845203,47.845203,43.519196,43.519196,43.519196,2
1308,0.011260805,3.0636957,0.9756378,62.870327,0.5373491,199.0617,248.4176,5.789208,7.244418,0.0023263232,1.9770691,-0.48165628,0.9924976,2.470858,99.53148,99.53148,99.53148,7.929357,7.929357,7.929357,0
1166,0.0040303697,4.9798894,0.98573583,174.67276,0.45038238,225.69543,693.7111,6.637649,8.696394,0.0018177676,2.2337253,-0.4806583,0.99672353,2.7754755,112.83678,112.83678,112.83678,13.241958,13.241958,13.241958,0
336,0.007179396,5.5375013,0.9758289,114.49879,0.44830272,236.08626,452.45764,6.0505285,8.132351,0.001501212,2.2573953,-0.42083365,0.9894829,2.8743777,118.0269,118.0269,118.0269,10.686541,10.686541,10.686541,4
4142,0.0064289453,3.9950368,0.97786963,90.24828,0.47751054,254.2143,356.9981,6.126548,8.049324,0.0017711022,2.1074584,-0.4581811,0.99352115,2.6855452,127.09246,127.09246,127.09246,9.4957,9.4957,9.4957,2
540,0.0036840423,4.8226943,0.9981776,1323.9883,0.48818794,162.91707,5291.1304,7.704502,9.633116,0.0016393454,2.2140613,-0.5867971,0.99973005,2.7849553,81.42368,81.42368,81.42368,36.44637,36.44637,36.44637,4
1264,0.016738847,3.1320405,0.9344244,23.886332,0.5372191,204.02138,92.41329,5.1706905,6.6592703,0.0021484294,1.9771645,-0.40567645,0.9746907,2.4211547,102.004196,102.004196,102.004196,4.8915753,4.8915753,4.8915753,0
3382,0.004348467,4.097072,0.98812586,172.59502,0.4767785,252.76973,686.283,6.6323886,8.560568,0.0017325383,2.1189272,-0.5025556,0.997495,2.634223,126.38348,126.38348,126.38348,13.154571,13.154571,13.154571,0
4737,0.0037705381,3.0333676,0.99528545,321.89005,0.5224828,187.30418,1284.5269,6.9985213,8.70995,0.0021761337,1.9520136,-0.5677608,0.99924934,2.5771418,93.64222,93.64222,93.64222,17.973528,17.973528,17.973528,0
3846,0.0029252449,2.5895488,0.9990025,1298.7095,0.57430744,118.28691,5192.2485,7.7395916,9.224283,0.0022885588,1.8189498,-0.65001225,0.99990034,2.5542276,59.164204,59.164204,59.164204,36.095146,36.095146,36.095146,0
3322,0.001583848,8.423196,0.99705946,1432.5123,0.4505666,291.76758,5721.626,7.9910407,10.118152,0.0011155903,2.3884332,-0.56952614,0.99973977,2.8708494,145.7342,145.7342,145.7342,37.86894,37.86894,37.86894,4
3388,0.009571381,2.8696291,0.98608917,103.30351,0.548228,138.8015,410.34442,6.1218863,7.5525413,0.0030552465,1.9320756,-0.52239954,0.9963402,2.2812033,69.37573,69.37573,69.37573,10.205916,10.205916,10.205916,0
1235,0.004788876,4.6613774,0.9835094,141.35413,0.46626288,247.69604,560.7551,6.518586,8.5134735,0.0016099213,2.1845312,-0.48063222,0.99625975,2.7769759,123.828995,123.828995,123.828995,11.891607,11.891607,11.891607,0
984,0.003589743,2.7932138,0.99779487,633.6041,0.5909721,96.391685,2531.6233,7.246509,8.660119,0.0037348997,1.7205012,-0.63329595,0.9997703,2.2985601,48.19467,48.19467,48.19467,25.205236,25.205236,25.205236,0
3258,0.005368791,5.9693766,0.9763322,126.19618,0.47047168,285.53134,498.81534,6.3944125,8.431643,0.001371717,2.2567651,-0.46151277,0.99480593,2.7974694,142.74739,142.74739,142.74739,11.254855,11.254855,11.254855,3
107,0.011206685,3.0686536,0.97110945,53.097168,0.51755875,309.84732,209.32,5.571437,7.311391,0.0016467945,1.9526658,-0.4363718,0.98730475,2.4537873,154.91957,154.91957,154.91957,7.2818546,7.2818546,7.2818546,4
3235,0.0064434465,5.2793083,0.9703112,88.92087,0.44774666,203.74585,350.40414,6.1319246,8.204741,0.0014460724,2.2510283,-0.4291095,0.9909685,2.8594098,101.86422,101.86422,101.86422,9.4337845,9.4337845,9.4337845,0
4369,0.005161485,3.9454849,0.9948071,380.45947,0.48918092,247.33426,1517.8923,6.737016,8.605531,0.0014955073,2.0691888,-0.52280027,0.9982521,2.5854194,123.626144,123.626144,123.626144,19.594368,19.594368,19.594368,0
3914,0.008112197,4.4796147,0.96004987,56.07468,0.4651675,243.86597,219.8191,5.8116126,7.8054557,0.0018215463,2.172251,-0.40928188,0.9857724,2.6949975,121.92897,121.92897,121.92897,7.4925265,7.4925265,7.4925265,2
468,0.0039630705,3.632516,0.99716353,641.7152,0.52369386,335.29477,2563.2285,7.2322345,8.954542,0.0015387357,2.0356686,-0.58192825,0.99951077,2.9523313,167.50214,167.50214,167.50214,25.456799,25.456799,25.456799,4
5134,0.13015808,0.80356646,0.9986175,291.36407,0.8371341,40.85124,1164.6528,4.6237774,5.041079,0.005380422,1.1559345,-0.7273557,0.9982198,2.5623434,20.476046,20.476046,20.476046,17.169634,17.169634,17.169634,0
2763,0.42364785,0.25677407,0.90338,1.331204,0.883401,0.9863899,5.068042,1.7786285,2.050202,0.044645745,0.78902054,-0.4147365,0.7891738,1.6291153,0.49625844,0.49625844,0.49625844,1.1621339,1.1621339,1.1621339,0
1159,0.0022074727,3.3874633,0.99807674,881.07416,0.5151355,163.30936,3520.9092,7.6691236,9.414594,0.00202397,2.0132554,-0.60539633,0.99978507,2.6632302,81.63629,81.63629,81.63629,29.719011,29.719011,29.719011,0
4857,0.002115283,3.7022243,0.99859905,1321.5646,0.5309554,158.39877,5282.5557,7.892694,9.580651,0.001857979,1.9675996,-0.62651145,0.999881,2.6654716,79.17482,79.17482,79.17482,36.373066,36.373066,36.373066,0
2112,0.015331287,0.9537094,0.9986507,353.56467,0.7076049,80.997925,1413.3049,6.402682,7.3001385,0.005359557,1.353932,-0.6797037,0.9996521,1.9904459,40.508854,40.508854,40.508854,18.829052,18.829052,18.829052,0
2233,0.008003332,2.823437,0.998981,1386.181,0.61841834,77.54579,5541.901,6.981137,8.275649,0.0024170037,1.7074993,-0.64085364,0.99972135,2.5986433,38.823658,38.823658,38.823658,37.30516,37.30516,37.30516,0
4493,0.007612945,3.1313684,0.99890316,1429.0519,0.6577477,105.90767,5713.076,7.475044,8.523566,0.0019176593,1.8721467,-0.695541,0.9999242,2.729093,53.049843,53.049843,53.049843,37.915333,37.915333,37.915333,0
5160,0.005345372,4.229995,0.9860366,151.4657,0.48998243,215.10367,601.63275,6.526159,8.219358,0.0019382401,2.1446557,-0.5076933,0.9971099,2.5356283,107.52555,107.52555,107.52555,12.308636,12.308636,12.308636,0
4710,0.0030559443,3.9746885,0.9951291,408.12726,0.48116463,276.62384,1628.5344,7.0907393,9.000136,0.0015664657,2.1005578,-0.542539,0.99904203,2.636335,138.3301,138.3301,138.3301,20.221422,20.221422,20.221422,0
4359,0.0035010325,4.5410566,0.9905724,240.9566,0.46684727,310.55487,959.28534,6.8937287,8.878699,0.0014184975,2.1695974,-0.51420754,0.9982314,2.6653423,155.2068,155.2068,155.2068,15.541152,15.541152,15.541152,1
1255,0.0096266875,3.3224056,0.9727427,60.949425,0.5217536,229.97002,240.4753,5.828017,7.373587,0.0021023322,2.019344,-0.4695526,0.9918421,2.4031286,114.97603,114.97603,114.97603,7.8080616,7.8080616,7.8080616,0
318,0.0024146317,3.3486443,0.9977614,748.40796,0.50922066,278.75214,2990.2832,7.5651436,9.34484,0.0015435579,1.9962761,-0.5945834,0.9997136,2.478239,139.36784,139.36784,139.36784,27.395248,27.395248,27.395248,1
4313,0.026726779,4.5245614,0.99683386,715.07874,0.59981,53.974533,2855.7905,5.8627667,7.2499547,0.002735767,1.7689346,-0.5648488,0.9977371,2.713119,27.032068,27.032068,27.032068,26.81449,26.81449,26.81449,0
2312,0.009647978,3.3886797,0.97326946,63.391052,0.5183745,237.41405,250.17554,5.8593497,7.427736,0.0019279182,2.0236654,-0.4693482,0.99194854,2.4389806,118.69115,118.69115,118.69115,7.965422,7.965422,7.965422,0
2010,0.0033000885,3.569709,0.99854285,1225.2512,0.51509154,235.60692,4897.435,7.409637,8.982736,0.0016348872,2.055919,-0.59531176,0.9996269,2.48901,117.7966,117.7966,117.7966,35.03433,35.03433,35.03433,0
4292,0.0045553166,4.4666862,0.9871449,173.73865,0.46545902,189.48137,690.4879,6.630126,8.613054,0.0018810282,2.1633086,-0.49293256,0.99711365,2.6974106,94.71601,94.71601,94.71601,13.183293,13.183293,13.183293,1
4777,0.013923212,2.320401,0.9525936,24.490679,0.55730426,174.98985,95.64232,5.238674,6.795091,0.0031430004,1.7985559,-0.43249732,0.98266906,2.317138,87.49421,87.49421,87.49421,4.961226,4.961226,4.961226,0
1699,0.030020686,1.6444206,0.9967238,251.11841,0.65899074,58.46865,1002.8292,5.6247406,6.7336,0.0047191996,1.4897976,-0.5957129,0.99785066,2.2808058,29.252884,29.252884,29.252884,15.882767,15.882767,15.882767,0
2344,0.014135916,3.2436054,0.9459485,30.00546,0.5227667,336.02597,116.77824,5.3361416,6.8863993,0.0016088461,2.0020812,-0.41362214,0.97898823,2.3770568,168.01282,168.01282,168.01282,5.478838,5.478838,5.478838,0
1505,0.0032497118,4.1739144,0.9953781,451.64835,0.49009842,190.82603,1802.4196,7.2620716,9.147245,0.0019357668,2.118121,-0.5586369,0.9993463,2.7427316,95.36272,95.36272,95.36272,21.271826,21.271826,21.271826,0
3829,0.0044626147,2.4935474,0.99564946,286.7749,0.5531365,154.1939,1144.6061,6.8718967,8.452685,0.0028801933,1.8405696,-0.58064884,0.99926823,2.379631,77.08771,77.08771,77.08771,16.974209,16.974209,16.974209,0
26,0.0018586067,3.7401443,0.99961215,4823.947,0.4976942,256.60236,19292.047,8.183177,10.000678,0.0014346251,2.0675125,-0.6238961,0.99991083,2.8024242,128.21829,128.21829,128.21829,69.52473,69.52473,69.52473,3
897,0.0023993705,11.617339,0.9970664,1986.6184,0.50943065,241.07596,7934.8564,7.790569,9.647196,0.0011506274,2.2371554,-0.60007274,0.9997921,2.800156,120.698296,120.698296,120.698296,44.792423,44.792423,44.792423,1
679,0.0029852618,3.1852348,0.9965143,456.93185,0.5156035,305.1298,1824.5421,7.212277,8.962628,0.0015955829,1.9758148,-0.5762554,0.9994628,2.511201,152.48653,152.48653,152.48653,21.381552,21.381552,21.381552,2
5125,0.0034150756,2.1933436,0.99827623,636.52875,0.5895843,131.65016,2543.9216,7.4362373,8.691213,0.0028079266,1.7975019,-0.64864993,0.9998304,2.2682662,65.8134,65.8134,65.8134,25.273834,25.273834,25.273834,0
2123,0.0024912076,3.8156202,0.9982653,1100.464,0.5567286,107.11045,4398.0405,7.74166,9.312264,0.0024886215,1.8889084,-0.6357632,0.9998759,2.5648055,53.560608,53.560608,53.560608,33.233402,33.233402,33.233402,0
2714,0.013341257,1.7701272,0.9713714,30.938457,0.5958498,112.43656,121.9837,5.4073615,6.791169,0.0048709516,1.6602999,-0.49044338,0.99144757,2.1698463,56.208477,56.208477,56.208477,5.575391,5.575391,5.575391,0
1805,0.19996329,0.7555944,0.98947746,36.20088,0.78299177,3.187987,144.04793,2.497526,3.0612028,0.0070793363,1.1759449,-0.3381501,0.8083525,2.5760868,1.625351,1.625351,1.625351,6.144419,6.144419,6.144419,0
1206,0.003173633,4.6122084,0.9930366,331.41357,0.4645718,198.95636,1321.042,7.1017323,9.100321,0.0018168181,2.184527,-0.5284407,0.99883664,2.7238564,99.398674,99.398674,99.398674,18.238316,18.238316,18.238316,1
4684,0.0026284037,2.94875,0.9977788,664.23157,0.5342639,155.11383,2653.9775,7.5536413,9.220298,0.0022444632,1.9328389,-0.61057305,0.9997735,2.5705783,77.57014,77.57014,77.57014,25.823788,25.823788,25.823788,0
1495,0.004274342,4.727413,0.98936254,222.39693,0.46025747,256.17236,884.8603,6.7543263,8.772308,0.0015543535,2.2002387,-0.49763986,0.99759346,2.7094243,128.06117,128.06117,128.06117,14.950654,14.950654,14.950654,0
2908,0.012877389,2.4535725,0.9678581,38.17396,0.55663145,159.41287,150.24226,5.506369,7.065619,0.0023656134,1.8095164,-0.4637583,0.98972327,2.3733544,79.696594,79.696594,79.696594,6.1814537,6.1814537,6.1814537,0
4614,0.0211951,88.61868,0.71131516,153.6139,0.48735538,31.806562,525.837,5.3670826,7.3958693,0.0025252905,2.8473246,-0.32258606,0.9540431,2.328245,15.927596,15.927596,15.927596,12.433054,12.433054,12.433054,0
723,0.0030757836,4.569771,0.9957359,536.15466,0.4778818,219.56435,2140.049,7.2695365,9.216364,0.0013985297,2.1531541,-0.54927033,0.9992497,2.6604137,109.72438,109.72438,109.72438,23.196686,23.196686,23.196686,3
430,0.0033364133,7.157268,0.98267704,206.63847,0.406659,234.56618,819.3966,6.7574224,9.026334,0.0015537097,2.4152124,-0.45557255,0.99554443,3.0195343,117.29724,117.29724,117.29724,14.384893,14.384893,14.384893,3
5049,0.010433563,1.049287,0.9988349,450.40894,0.7166239,56.28587,1800.5864,6.7851434,7.5772877,0.005144477,1.4152956,-0.7103252,0.9998411,2.148043,28.150814,28.150814,28.150814,21.247086,21.247086,21.247086,0
4897,0.009820005,2.9602773,0.9988389,1275.4042,0.5936308,82.80964,5098.6562,6.9723563,8.374016,0.0023874564,1.7857038,-0.62613934,0.99965984,2.7088976,41.44202,41.44202,41.44202,35.773735,35.773735,35.773735,0
1773,0.002706047,2.6217341,0.99910283,1461.7356,0.57788455,134.32135,5844.3203,7.808602,9.278322,0.0023188079,1.7689984,-0.65781415,0.9999199,2.4228435,67.159874,67.159874,67.159874,38.283653,38.283653,38.283653,0
5148,0.0024094076,2.926151,0.99957937,3479.4072,0.5574852,158.29535,13914.703,8.10678,9.660723,0.0016528658,1.9360169,-0.6568091,0.9999422,2.7522383,79.15431,79.15431,79.15431,59.024292,59.024292,59.024292,0
1296,0.011092802,2.3576133,0.98375565,72.60814,0.57222974,159.60889,288.07492,5.8998065,7.221695,0.0028746622,1.8324164,-0.5245062,0.9957354,2.2707574,79.80171,79.80171,79.80171,8.532596,8.532596,8.532596,0
4630,0.004611323,4.36297,0.9968257,687.9756,0.49117577,253.56178,2747.5393,7.198436,8.897653,0.0015453667,2.168639,-0.5602783,0.9992351,2.581218,126.72619,126.72619,126.72619,26.313925,26.313925,26.313925,0
3582,0.002628221,6.2924294,0.99476975,602.29407,0.426507,298.37598,2402.8838,7.340659,9.531633,0.0013004324,2.367888,-0.51630956,0.99890816,3.0222182,149.10347,149.10347,149.10347,24.6214,24.6214,24.6214,3
1777,0.0071460623,5.184098,0.9746378,102.29124,0.4576691,257.38266,403.98087,6.1524158,7.9269032,0.0015323877,2.2768018,-0.44628668,0.99175674,2.6308074,128.71056,128.71056,128.71056,10.137473,10.137473,10.137473,0
4337,0.004423572,2.082261,0.9981025,549.17017,0.5825379,80.652916,2194.5984,7.150102,8.58884,0.0027601488,1.7422048,-0.622656,0.99969965,2.523795,40.35125,40.35125,40.35125,23.497002,23.497002,23.497002,0
2522,0.04622642,2.901291,0.99912447,1657.3752,0.6664112,97.550545,6626.5996,6.456278,7.4805155,0.0025351874,1.871178,-0.66929835,0.99964,2.6398866,48.79771,48.79771,48.79771,40.744778,40.744778,40.744778,0
660,0.002079311,6.9339986,0.9958836,842.98047,0.47715646,216.4674,3364.988,7.7483087,9.684022,0.0012301761,2.1441722,-0.58208156,0.9997239,2.6405272,108.2087,108.2087,108.2087,29.104908,29.104908,29.104908,4
335,0.004298123,3.4580138,0.99238575,227.46124,0.5073287,331.8404,906.38696,6.838293,8.631321,0.0012884439,2.0144544,-0.54220116,0.99872756,2.543828,165.91998,165.91998,165.91998,15.160829,15.160829,15.160829,2
4494,0.002828853,4.7794986,0.99578774,567.7977,0.4562876,298.67303,2266.4114,7.29334,9.318579,0.001432382,2.2069376,-0.53855854,0.99916005,2.7474563,149.2953,149.2953,149.2953,23.88678,23.88678,23.88678,0
76,0.007121697,3.7010434,0.9726667,67.70922,0.49027824,277.80325,267.13583,5.989219,7.857195,0.0017458354,2.0621705,-0.45262966,0.9921535,2.5838773,138.89224,138.89224,138.89224,8.232842,8.232842,8.232842,3
4721,0.005973812,3.8597982,0.98639137,141.96027,0.500771,234.27368,563.9813,6.481787,8.122587,0.0017094741,2.098779,-0.51324916,0.99714464,2.5114481,117.12781,117.12781,117.12781,11.947922,11.947922,11.947922,0
3533,0.012618052,3.3869047,0.96242225,45.05233,0.5178148,231.80153,176.8224,5.518403,7.088355,0.0018904986,2.0257845,-0.43235785,0.9848863,2.4122226,115.89278,115.89278,115.89278,6.7062535,6.7062535,6.7062535,0
1954,0.007477503,1.8103727,0.99834573,547.3461,0.61832714,56.36488,2187.574,6.7912946,8.07614,0.0038863649,1.6327156,-0.62884647,0.99958163,2.4140084,28.193186,28.193186,28.193186,23.417042,23.417042,23.417042,0
2229,0.005128609,4.6679044,0.9925255,312.82028,0.52803344,99.897125,1246.6133,6.8346467,8.580194,0.0023710076,2.040928,-0.551372,0.99884343,2.9809902,49.926556,49.926556,49.926556,17.758526,17.758526,17.758526,0
1392,0.0033749063,1.8320913,0.9992804,1273.513,0.61112446,122.18913,5092.2197,7.622258,8.937957,0.0027307621,1.6764543,-0.6671111,0.99990857,2.3551953,61.108444,61.108444,61.108444,35.7279,35.7279,35.7279,0
13,0.0043536318,3.6369433,0.9905455,192.38329,0.4960336,284.06577,765.89624,6.6677256,8.508137,0.0015867936,2.046384,-0.52074015,0.9980259,2.5546522,141.98541,141.98541,141.98541,13.87781,13.87781,13.87781,2
4190,0.0056075603,1.850471,0.997298,342.65027,0.625297,131.86578,1368.7506,6.8668804,7.9859643,0.0035786396,1.6990496,-0.64161766,0.99962884,2.0958815,65.91634,65.91634,65.91634,18.547031,18.547031,18.547031,0
4118,0.0047841533,88.74853,0.9532778,950.0302,0.5050661,66.13107,3711.3723,7.1534295,9.204193,0.0017305401,2.744734,-0.51980513,0.9987761,2.6964884,33.083256,33.083256,33.083256,30.857813,30.857813,30.857813,0
3465,0.0021832588,5.0328546,0.9987143,1958.0149,0.50626194,200.20763,7827.027,7.9286647,9.52642,0.0014611918,2.2288575,-0.6178284,0.9998483,2.679202,100.085266,100.085266,100.085266,44.301525,44.301525,44.301525,0
